transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,amt,is_fraud
TXN-5EF646CFFFDF,USR0098,8308.8791773544,2024-01-28T04:05:42,hyd,delhi,Fashion,DEV-15C659C1,desktop,,59036.09,pending,110.58.109.61,,0
TXN-F1F7F102F24C,USR0112,1847.6255,2024-03-02T22:19:31,JAI,mumbai,Groceries,DEV-AE164BE0,desktop,Wallet,67777.41,pending,197.215.152.73,,0
TXN-DFD5763B4A13,USR0116,14282.5500221097,2024-03-20T10:40:31,ahmedabad,mumbai,,DEV-B0815CCE,desktop,UPI,81667.32,pending,252.65.12.227,14025.6562,1
TXN-31C568597EEE,USR0104,13744.62,2024-01-19T13:24:56,kolkata,delhi,Groceries,DEV-ED455674,tablet,Wallet,75961.83,failed,241.95.103.192,,0
TXN-3F83B568A893,USR0040,9169.4906,2024-04-28T00:26:30,hyd,JAI,Groceries,DEV-0DAC2624,mobile,NetBanking,117600.8,pending,216.109.30.197,,0
TXN-99C5849F9F26,USR0066,,2024-04-21T15:09:51,mumbai,hyd,Groceries,DEV-30639658,desktop,NetBanking,63870.68,failed,112.148.191.137,,0
TXN-190B0E5FB6BF,USR0007,813.6845412958,2024-01-18T06:42:44,delhi,ahmedabad,Gaming,DEV-7E99B4F8,desktop,,127361.53,success,255.238.3.184,2886.3210800717,0
TXN-5CE9E0C079F2,USR0007,4553.65,2024-03-15T11:20:05,kolkata,chennai,Food,DEV-63EF1704,tablet,,80181.72,success,135.207.175.194,,1
TXN-D0E79CD51D68,USR0006,12262.1,2024-03-05T19:26:12,kolkata,mumbai,,DEV-DB37030B,desktop,,50474.51,pending,178.146.215.133,,0
TXN-BD2A48667301,USR0085,12462.5359,2024-01-15T07:26:04,kolkata,kolkata,Travel,DEV-CA064BD3,desktop,Card,32822.78,success,124.124.107.144,,0
TXN-B88D5D4C4277,USR0085,7948.7256280099,2024-02-11T08:36:01,pune,ahmedabad,Food,DEV-7993D914,desktop,,51418.36,pending,243.53.52.12,,0
TXN-F56558523A21,USR0114,7952.03,2024-02-24T17:10:37,kolkata,ahmedabad,Electronics,DEV-D589C868,desktop,NetBanking,102707.37,success,238.9.111.19,,0
TXN-E0749CFD8D00,USR0096,193.66,2024-03-13T22:16:12,pune,pune,Gaming,DEV-0E68B655,mobile,Wallet,173272.18,failed,222.10.181.76,,0
TXN-CCB83584937B,USR0010,9362.9457,2024-02-10T07:12:58,pune,hyd,,DEV-927D3C0E,mobile,UPI,89821.04,success,77.247.11.121,,0
TXN-17BBB48744E4,USR0088,993.28,2024-02-07T08:38:42,ahmedabad,delhi,Groceries,DEV-1A677EE8,desktop,Card,30443.3,failed,25.149.175.176,13826.13,0
TXN-9CAF13D35765,USR0002,1045.0193,2024-03-30T18:49:36,kolkata,ahmedabad,Gaming,DEV-4DDE81CA,tablet,Card,55564.09,pending,,,0
TXN-837AA8B6224F,USR0050,,2024-02-08T18:16:24,delhi,mumbai,Electronics,DEV-A1833804,desktop,,126836.33,success,198.233.113.247,,0
TXN-2A94826C6FF0,USR0054,10743.2168,2024-02-25T17:33:41,chennai,kolkata,Gaming,DEV-912537B3,tablet,UPI,,pending,88.4.215.14,,0
TXN-4036F6FBEE11,USR0105,8144.62,2024-01-19T21:07:19,JAI,kolkata,Groceries,DEV-776E4641,desktop,Card,3445.02,failed,102.85.83.97,,0
TXN-47CDADF975FF,USR0112,14217.68,2024-04-22T22:40:49,JAI,kolkata,Fashion,DEV-CCDCB4B7,mobile,UPI,80389.56,failed,157.43.33.231,Rs 6526,1
TXN-9DF62AE057C7,USR0023,10405.38,2024-02-27T02:29:04,mumbai,kolkata,Electronics,DEV-6C1E9827,mobile,,17356.16,success,150.28.196.74,13966.98,0
TXN-6FE1174541B9,USR0008,4707.34,2024-04-08T21:30:39,JAI,ahmedabad,Fashion,DEV-CC8597D1,tablet,Wallet,159456.64,pending,43.170.163.153,,1
TXN-4CFD23E66087,USR0108,₹13703,2024-04-14T04:28:30,JAI,pune,Groceries,DEV-88C4F459,mobile,UPI,148081.18,success,238.136.42.177,,0
TXN-222EFF22309D,USR0087,10053.7112,2024-03-26T16:25:37,bangalore,delhi,Food,DEV-57889268,mobile,NetBanking,184253.42,success,56.166.183.96,₹6980,0
TXN-3DC72C75E4F9,USR0093,11691.0203,2024-04-20T17:48:56,delhi,chennai,Electronics,DEV-D3B60CBA,desktop,Card,14569.49,pending,175.226.45.47,,0
TXN-3D91B619C2A5,USR0107,Rs 7258,2024-04-22T21:53:20,mumbai,bangalore,Electronics,DEV-CA777A9F,desktop,Wallet,80303.23,failed,119.225.16.119,,0
TXN-980DEBA1E536,USR0100,11221.3567,2024-03-05T06:24:01,bangalore,delhi,Travel,DEV-FEF03B98,tablet,UPI,100526.39,failed,90.157.167.41,,0
TXN-DB19D24B382A,USR0069,3755.5838,2024-04-20T21:54:07,delhi,delhi,Fashion,DEV-47C8B2BA,tablet,NetBanking,148004.68,failed,32.248.146.108,,0
TXN-23700E259B13,USR0115,12438.3575891909,2024-02-22T14:03:29,hyd,kolkata,Fashion,DEV-23E61AB6,mobile,UPI,75980.08,success,75.150.135.231,,0
TXN-623A7926D96F,USR0114,,2024-03-19T13:07:14,pune,hyd,Fashion,DEV-5D831582,mobile,NetBanking,186305.21,failed,254.41.29.30,,0
TXN-5A7605A3A194,USR0099,10324.1605713375,2024-02-05T15:07:58,delhi,bangalore,Electronics,DEV-F6CBCAB8,desktop,,29891.21,success,234.232.181.233,,0
TXN-AF046019994A,USR0029,Rs 3569,2024-01-26T09:39:03,hyd,mumbai,Travel,DEV-4306B640,mobile,Card,113901.65,failed,35.197.7.32,,0
TXN-4A7C192AEB8F,USR0069,543.9815564102,2024-02-08T15:33:06,chennai,delhi,Fashion,DEV-8DFB6D15,mobile,Card,177216.6,failed,75.229.219.109,,1
TXN-7AB697A8CA84,USR0034,₹6591,2024-01-05T22:34:36,pune,kolkata,,DEV-55AEEAA9,desktop,Card,40876.06,success,160.155.119.190,,0
TXN-234E80166FAB,USR0033,11354.43,10-04-2024 07:52,JAI,hyd,,DEV-851EF7F5,desktop,UPI,102033.06,success,87.1.15.22,,0
TXN-966E8A916F9E,USR0117,Rs 10418,2024-04-09T02:25:41,JAI,mumbai,Fashion,DEV-B2453ACD,mobile,Card,40158.46,failed,199.41.19.119,,0
TXN-B8C29A41A8F2,USR0054,Rs 11013,2024-03-05T21:51:33,delhi,pune,Electronics,DEV-CFAD4D4D,mobile,Card,102113.49,success,174.86.171.170,,1
TXN-002CC0E692D8,USR0074,,2024-04-07T05:54:20,delhi,ahmedabad,Groceries,DEV-F3F0FDB0,desktop,Card,124679.15,failed,243.144.16.116,,1
TXN-3C842026BB2F,USR0016,10889.15,2024-01-13T16:59:53,pune,kolkata,Food,DEV-72048896,desktop,UPI,10104.01,failed,93.9.79.109,,0
TXN-CA25323E963D,USR0040,10922.62,2024-01-18T09:26:04,pune,chennai,Groceries,DEV-6E58975C,desktop,Wallet,142987.42,success,38.85.76.54,,0
TXN-3E211DBE3058,USR0088,2448.31,2024-02-13T00:41:01,chennai,JAI,Groceries,DEV-73C3CDD8,desktop,Card,130097.96,success,8.174.13.231,,0
TXN-1EA79EFD8715,USR0027,5436.599,2024-01-14T21:16:32,delhi,kolkata,Travel,DEV-BC3991B4,desktop,Wallet,161199.33,failed,32.207.23.233,1520.1525,0
TXN-D46CBE0F19BB,USR0071,8360.5165,2024-03-19T12:33:54,mumbai,delhi,,DEV-33DB6426,mobile,Wallet,65973.6,success,228.140.205.110,,0
TXN-7682977E70F5,USR0094,10033.9854,2024-04-22T01:21:34,hyd,kolkata,Electronics,DEV-FB72121B,mobile,,24551.53,pending,3.115.241.135,,0
TXN-F2B742C9FFCE,USR0078,6779.9995,2024-01-21T15:35:40,ahmedabad,mumbai,Groceries,DEV-21F229CA,tablet,Wallet,78765.9,failed,227.6.96.242,,1
TXN-1FE675C9F926,USR0005,53.33,2024-03-04T02:23:06,ahmedabad,kolkata,Groceries,DEV-5C76E851,mobile,,59713.35,failed,173.205.93.60,,0
TXN-C983449AB3F1,USR0022,12132.2714179952,2024-01-21T03:23:52,pune,delhi,Travel,DEV-EC6BE8F5,desktop,Wallet,78118.91,failed,167.17.166.144,Rs 7550,0
TXN-E05EBAB49196,USR0107,13238.89,2024-02-12T00:54:19,mumbai,JAI,Electronics,DEV-005DD890,mobile,Wallet,7855.14,failed,243.224.75.121,,0
TXN-3A8B485B5B48,USR0011,1223.8897,2024-04-20T00:45:32,delhi,bangalore,Travel,DEV-7138901B,desktop,Card,28691.04,failed,191.14.196.143,,1
TXN-02BFBF87442B,USR0084,Rs 5885,2024-02-15T03:23:47,kolkata,bangalore,Fashion,DEV-364A858B,mobile,,90633.06,pending,99.69.20.156,,0
TXN-6B1EE1C12CBB,USR0043,9002.6841,2024-03-09T04:11:51,bangalore,pune,Food,DEV-CE5F9A91,mobile,NetBanking,190286.23,success,168.84.223.130,,1
TXN-78F07AD3A681,USR0015,1587.2953,2024-02-18T23:00:55,kolkata,hyd,Electronics,DEV-1E30E088,tablet,Card,48847.25,failed,130.78.143.230,,1
TXN-654397E93DC1,USR0074,unknown,2024-03-21T17:37:50,ahmedabad,ahmedabad,,DEV-687D882E,mobile,NetBanking,105687.16,pending,,,0
TXN-D98C76F3A50A,USR0047,₹2701,2024-02-23T21:47:40,chennai,delhi,Fashion,DEV-F988E614,tablet,,36629.81,pending,69.181.25.155,,0
TXN-3E919E139D8D,USR0017,10149.8740849636,2024-02-17T07:48:18,JAI,mumbai,Groceries,DEV-8C78157F,mobile,Wallet,14708.54,success,177.41.195.181,,0
TXN-5F1D01E8C274,USR0019,7879.683,2024-02-13T12:33:20,pune,delhi,Gaming,DEV-0EC1EAF3,mobile,,117743.33,pending,47.191.108.122,,0
TXN-DEAB235B76C8,USR0005,₹12522,2024-03-17T20:08:12,hyd,delhi,Electronics,DEV-C8DEB12D,tablet,NetBanking,170755.56,failed,93.154.181.206,,0
TXN-A99CD716BB52,USR0058,9286.35,2024-02-20T02:57:25,kolkata,chennai,Fashion,DEV-9B5F65F3,desktop,NetBanking,51190.93,pending,51.3.14.78,,1
TXN-BB2E00C5F55E,USR0095,12301.81,2024-01-03T07:57:45,delhi,pune,Groceries,,tablet,Wallet,31205.47,pending,87.66.79.68,,0
TXN-A3D8F243B594,USR0006,10260.2066,2024-03-05T19:53:15,kolkata,mumbai,Groceries,DEV-A5C457EE,tablet,,180871.02,pending,182.107.147.92,,0
TXN-8DCBB78F1E42,USR0007,Rs 12189,2024-02-24T18:05:37,chennai,pune,Groceries,DEV-6971DB1B,tablet,Card,59995.63,failed,87.41.67.1,,0
TXN-D2E71605EAB4,USR0107,9267.7102125877,2024-03-30T21:01:23,chennai,hyd,Electronics,DEV-32845298,desktop,NetBanking,49961.0,pending,176.56.241.49,,0
TXN-A516E02143CC,USR0104,4731.9539,2024-03-08T06:56:13,mumbai,hyd,,DEV-621E7A56,mobile,Wallet,24070.0,success,48.11.41.138,,1
TXN-ED2788581ABC,USR0008,11919.817,2024-03-19T01:04:11,mumbai,chennai,Groceries,DEV-6D7FF27B,tablet,Wallet,126254.28,success,78.7.66.238,,0
TXN-A0BD5B760470,USR0067,,2024-01-30T00:14:14,chennai,JAI,,DEV-F5AF06DB,mobile,UPI,,failed,,,0
TXN-0845C240912C,USR0064,4020.9328276366,2024-01-13T01:49:50,mumbai,JAI,Groceries,,desktop,UPI,148608.01,pending,69.20.192.139,,0
TXN-F5A951CC4FC3,USR0027,,2024-03-18T08:39:42,JAI,kolkata,Electronics,DEV-F80BA853,mobile,UPI,129265.13,pending,62.109.184.109,,0
TXN-D60C1D387B7E,USR0015,327.1869,2024-03-22T20:52:32,mumbai,mumbai,Gaming,DEV-7866B347,tablet,UPI,151788.51,failed,1.24.70.179,,0
TXN-0534CFC42DC7,USR0024,Rs 10668,2024-02-13T16:41:14,JAI,delhi,,DEV-53CDA70A,tablet,Card,145650.95,pending,205.8.9.10,,1
TXN-E4842F671447,USR0064,3594.65,2024-02-27T14:33:39,ahmedabad,pune,Electronics,DEV-A350156D,mobile,UPI,80425.39,success,228.149.189.69,,0
TXN-783607790F2B,USR0085,₹2000,2024-04-29T15:38:25,pune,JAI,Groceries,DEV-EDD44A64,tablet,NetBanking,,success,191.158.150.162,,0
TXN-A0E2DB3623D4,USR0104,Rs 11522,2024-04-12T05:59:41,delhi,mumbai,Groceries,DEV-979130CF,tablet,UPI,191712.56,failed,214.116.235.141,,0
TXN-0D79BC73FE97,USR0023,14202.28,2024-04-18T06:53:24,kolkata,hyd,Travel,DEV-AFF5C31A,tablet,Card,132242.8,success,163.208.223.87,,0
TXN-739E9648DFA0,USR0099,,2024-02-13T06:47:09,chennai,ahmedabad,Travel,DEV-5484C0D0,mobile,,170571.85,pending,62.234.203.80,,0
TXN-C254D1AD874A,USR0107,,2024-02-09T00:05:53,delhi,delhi,Fashion,DEV-232B6215,desktop,Card,99938.66,failed,82.254.37.99,,0
TXN-ACD9FB5761E6,USR0045,7051.5424,2024-03-30T00:12:26,mumbai,bangalore,Gaming,DEV-C7032379,mobile,NetBanking,179501.22,success,67.207.219.181,,0
TXN-85FECB41F235,USR0032,13822.6384043196,2024-04-13T02:46:27,ahmedabad,ahmedabad,Fashion,DEV-9A37130C,tablet,,78984.85,failed,160.103.176.100,,1
TXN-561C0B6C39BF,USR0090,Rs 9410,2024-02-10T16:18:36,hyd,delhi,,DEV-17FC4F68,tablet,Card,69369.76,pending,252.223.12.183,,0
TXN-F991F086DBBA,USR0008,2364.94,2024-02-13T11:22:00,chennai,hyd,Groceries,DEV-8C1E7A8B,tablet,UPI,199849.07,failed,196.158.235.95,,0
TXN-16DF75D5714A,USR0035,Rs 4528,2024-03-01T02:11:31,ahmedabad,hyd,Travel,DEV-3D2AE666,desktop,Card,5898.51,pending,136.82.72.89,,0
TXN-0F8A6194B8BF,USR0015,1410.7599,2024-01-14T14:09:50,bangalore,kolkata,Gaming,DEV-14EB8AF7,mobile,Card,53165.08,pending,116.110.73.247,,1
TXN-584FB44512D4,USR0056,8537.8910302789,2024-03-31T04:17:40,chennai,mumbai,Travel,DEV-20EEB63C,desktop,,95291.61,failed,,,0
TXN-9811C3FC03C8,USR0089,₹3300,2024-01-09T18:49:25,chennai,delhi,Fashion,DEV-F3ECEE63,desktop,Card,26783.2,pending,19.193.27.255,,0
TXN-4B0E5BE6B17C,USR0028,374.0269,2024-02-06T21:09:03,hyd,hyd,Food,DEV-F1305AE0,mobile,,,failed,110.245.248.247,,0
TXN-511E67B0E1B7,USR0070,2068.749,2024-03-25T06:23:04,chennai,pune,Food,DEV-762B2AF0,desktop,,609.44,pending,110.47.116.44,,0
TXN-9248A5F41D70,USR0028,Rs 1603,2024-03-28T13:01:07,bangalore,chennai,Travel,DEV-DE81D8FB,mobile,,162896.83,pending,120.57.4.115,,1
TXN-11E286F26F9D,USR0086,₹1417,2024-02-29T18:42:14,pune,kolkata,Food,DEV-FF8D6BBA,desktop,NetBanking,114271.19,success,250.229.42.50,,0
TXN-FE08F59E7FDB,USR0110,Rs 1216,2024-02-21T00:42:56,bangalore,JAI,Fashion,DEV-D84A9692,tablet,NetBanking,18548.79,failed,66.242.101.80,,0
TXN-5CBB5AA1C3EE,USR0010,Rs 6546,2024-01-11T21:47:26,hyd,chennai,Food,DEV-E4A64112,tablet,Wallet,,success,202.148.178.147,,0
TXN-68353C6E41F5,USR0027,₹3465,2024-03-27T23:37:28,delhi,mumbai,Electronics,DEV-71C5C4A7,mobile,Wallet,59184.69,pending,214.240.7.202,,0
TXN-189F81281593,USR0085,4735.52,2024-04-28T14:47:01,JAI,mumbai,Gaming,DEV-2F762A0C,mobile,Wallet,150521.04,success,171.235.42.157,,0
TXN-02D739E83ED0,USR0035,5243.4752,2024-02-08T20:27:54,kolkata,bangalore,Groceries,DEV-D969DA19,desktop,Wallet,120268.31,pending,31.182.8.117,,0
TXN-BFA6F20E09FE,USR0002,9606.8138635696,2024-01-01T22:38:08,delhi,mumbai,Food,DEV-6742E67F,mobile,Card,91183.4,pending,51.112.133.154,,0
TXN-2BF2154AE0B2,USR0029,11321.4955,2024-03-17T00:46:19,hyd,ahmedabad,Travel,DEV-C9A48569,mobile,UPI,55516.04,success,242.30.174.255,,0
TXN-3FC1C1D90225,USR0064,12839.6924,2024-03-27T21:54:56,hyd,mumbai,Groceries,DEV-F82827FE,tablet,NetBanking,96675.13,pending,55.57.162.132,,0
TXN-E6F319FC6BE6,USR0099,₹8907,2024-04-23T11:48:15,JAI,kolkata,Electronics,DEV-A5ABB672,desktop,Wallet,55432.28,failed,11.181.193.152,,0
TXN-A82967F4A2FE,USR0008,5170.1282112833,2024-02-29T20:27:57,ahmedabad,delhi,Fashion,DEV-4801B7B7,mobile,NetBanking,24852.45,success,197.190.243.133,,0
TXN-9B1D6D07FC45,USR0015,2919.8921594847,2024-04-02T00:08:18,kolkata,kolkata,Gaming,DEV-AB6E5A2B,mobile,,29362.59,pending,189.198.227.236,,0
TXN-96702D71163E,USR0069,14287.4981,2024-02-03T10:51:31,mumbai,hyd,Groceries,DEV-97D9A30F,desktop,,143878.45,failed,,,0
TXN-E07E6A7A6CAD,USR0004,3494.076322888,2024-03-27T06:42:58,pune,bangalore,Travel,DEV-04560D4F,mobile,,20954.66,success,95.92.183.32,3615.0841313116,0
TXN-DD2802F8EAB6,USR0084,,2024-01-08T22:57:03,pune,bangalore,Gaming,DEV-0105FD41,mobile,Card,95583.39,pending,102.199.148.66,,0
TXN-5A0F27AFBE25,USR0058,Rs 5117,2024-01-08T15:45:15,mumbai,pune,Groceries,DEV-657C3BF8,mobile,UPI,189665.7,pending,84.82.186.133,,0
TXN-4255CD732C57,USR0073,2302.3528,2024-01-13T21:39:18,delhi,kolkata,Gaming,DEV-C61572A7,mobile,,22089.21,failed,141.163.161.251,,1
TXN-B7F67ADDC3AB,USR0115,10654.34,2024-03-29T21:00:14,hyd,ahmedabad,Gaming,DEV-6B391219,tablet,Card,132623.01,failed,161.251.124.58,,0
TXN-F4E9A132FE72,USR0040,14666.6547910556,2024-02-09T20:46:51,kolkata,bangalore,Electronics,DEV-ECE78134,tablet,,170229.75,success,66.110.55.20,,1
TXN-08A80CD7D9E0,USR0049,14085.46,2024-01-10T17:55:30,pune,chennai,Electronics,DEV-31836A6B,tablet,,51718.74,success,203.161.236.236,,0
TXN-E487DD891E93,USR0104,12503.3,2024-01-01T13:05:30,ahmedabad,mumbai,Electronics,DEV-F8556952,mobile,Wallet,160675.7,pending,101.163.203.137,,0
TXN-4F82FA1B6160,USR0056,Rs 3656,2024-01-05T06:29:52,kolkata,chennai,Food,DEV-5FBF710A,tablet,UPI,193850.68,failed,11.18.218.135,,1
TXN-AC9E483C03E7,USR0105,₹2093,2024-01-16T23:04:31,delhi,kolkata,Travel,DEV-C58B2EF2,tablet,Card,176741.39,success,192.129.2.174,,0
TXN-F23B0A29660F,USR0106,Rs 1597,2024-02-22T13:24:39,ahmedabad,chennai,Gaming,DEV-078A46CD,mobile,UPI,147441.02,success,235.45.138.252,,0
TXN-FDEAFBA57158,USR0025,7063.19,25-04-2024 20:14,delhi,kolkata,Food,DEV-74EA3AE5,tablet,UPI,9457.2,success,211.102.50.153,,0
TXN-728C8D1F4CA5,USR0036,unknown,2024-03-14T05:25:52,kolkata,chennai,,DEV-000BE9FC,mobile,Card,125606.13,failed,12.167.180.67,,0
TXN-A5543F58CE72,USR0110,628.53,2024-04-03T12:07:47,JAI,chennai,Groceries,DEV-CC7F9B30,tablet,UPI,97654.24,pending,118.98.136.57,Rs 12113,0
TXN-82A646B84914,USR0067,13622.2507167184,2024-03-08T03:51:45,mumbai,mumbai,Gaming,DEV-A3BD25B2,desktop,UPI,19655.28,failed,19.19.232.55,,0
TXN-EAEEC4518335,USR0068,4289.7001042331,2024-03-14T22:09:44,delhi,pune,Fashion,DEV-877DABD7,mobile,UPI,154477.79,pending,127.194.196.130,,0
TXN-150AF605DF13,USR0060,4926.6679,2024-03-29T11:35:22,bangalore,chennai,Fashion,DEV-61BBEDE1,mobile,NetBanking,86023.31,success,194.85.144.192,,0
TXN-BE276275909D,USR0096,5588.59,2024-02-29T16:01:41,JAI,ahmedabad,Groceries,DEV-587A2591,tablet,,113030.97,pending,250.26.33.134,,0
TXN-73D46A4D2EC9,USR0108,12631.39,2024-04-02T20:24:53,pune,ahmedabad,Food,DEV-00C6D46C,mobile,UPI,81298.04,success,72.239.202.80,330.6021468319,0
TXN-DABA27E47118,USR0081,,11-01-2024 13:11,kolkata,chennai,,DEV-1F58DCFE,mobile,Card,110822.2,failed,110.54.225.187,,1
TXN-B816E7D13858,USR0102,14907.1,2024-02-18T08:35:04,kolkata,bangalore,,DEV-1A8F2954,desktop,UPI,68862.63,failed,110.66.189.221,,0
TXN-509843D47172,USR0096,₹10986,2024-02-28T17:17:38,chennai,delhi,Groceries,DEV-5C88244A,tablet,Card,,failed,181.153.251.32,,0
TXN-CDF7AC3C144B,USR0085,5244.1147372797,2024-04-16T22:14:04,kolkata,delhi,Groceries,DEV-1B14DF09,mobile,,33842.95,failed,187.11.212.67,,0
TXN-CBC7EC3158FB,USR0024,₹5322,2024-03-14T11:04:46,mumbai,pune,Groceries,DEV-61D67A7D,tablet,,184844.25,pending,96.9.63.66,,0
TXN-A9394FAA9F08,USR0060,,2024-01-31T04:46:25,JAI,ahmedabad,Electronics,DEV-9CC46FBA,tablet,NetBanking,95466.02,pending,48.58.23.184,,0
TXN-D7DF74CF5764,USR0003,12871.0294136947,2024-04-28T09:53:15,kolkata,pune,,DEV-AD2ABCCA,tablet,,104095.29,failed,215.225.74.91,,0
TXN-0043480427E8,USR0002,13419.9862801343,2024-03-19T05:28:19,mumbai,mumbai,Travel,DEV-5705F928,tablet,NetBanking,15161.7,pending,33.50.187.197,,1
TXN-76B632CF34BA,USR0075,13115.06,2024-02-23T15:09:49,ahmedabad,JAI,Travel,DEV-12B3F478,mobile,UPI,146375.82,success,80.163.70.166,,0
TXN-4A006B5A6267,USR0008,6409.0334,2024-03-19T02:59:46,hyd,delhi,Groceries,DEV-F1145E7F,tablet,,27209.25,pending,250.132.102.108,,1
TXN-4E31FD5E3483,USR0048,5528.1058864646,2024-03-29T18:06:59,JAI,ahmedabad,Travel,DEV-0FA44A4C,desktop,Card,145419.45,success,44.170.88.4,₹2025,1
TXN-B04B25BD4824,USR0056,5624.0037,2024-03-25T12:03:09,chennai,pune,Groceries,DEV-AA7EABE9,mobile,Card,31243.12,success,92.53.193.185,,1
TXN-89B2D9EC61B2,USR0037,7008.89,2024-04-20T02:53:41,delhi,kolkata,Food,DEV-E8401F65,desktop,Card,70676.76,failed,,,0
TXN-983FF944C876,USR0040,11996.1294273367,2024-01-07T13:48:59,ahmedabad,ahmedabad,Fashion,DEV-ABAD16D6,tablet,Card,75970.12,pending,225.107.254.218,,1
TXN-C03FE9096B2B,USR0028,Rs 12117,12-02-2024 00:18,chennai,ahmedabad,Gaming,DEV-E6FB6A5D,tablet,NetBanking,30135.71,success,114.10.29.109,,0
TXN-66697D146FDE,USR0083,4273.0949,2024-02-25T14:47:06,delhi,delhi,Fashion,DEV-CF68CD5E,tablet,UPI,25987.0,failed,206.140.211.47,,1
TXN-1D5802EC0DA4,USR0007,₹1492,2024-03-12T17:50:17,kolkata,kolkata,Food,DEV-D1CCE849,desktop,Card,188180.05,success,36.209.231.244,,0
TXN-380672A3D5AC,USR0066,Rs 2192,2024-02-11T01:12:06,delhi,hyd,,DEV-F8CEA423,desktop,UPI,52069.78,success,82.240.97.205,,0
TXN-71F475658B23,USR0120,₹14760,2024-01-18T01:38:02,delhi,ahmedabad,Electronics,DEV-17D13B8B,mobile,UPI,6539.84,pending,7.223.83.10,,0
TXN-9670FCA4D574,USR0052,14858.17,2024-02-07T22:14:52,ahmedabad,hyd,Electronics,DEV-E2ED19A7,mobile,Wallet,191968.06,success,130.234.186.174,Rs 3327,0
TXN-DF920E186299,USR0040,Rs 9276,2024-04-25T10:57:00,pune,ahmedabad,Travel,DEV-68C2171F,mobile,Wallet,196445.81,success,172.31.50.39,,0
TXN-2460276C884B,USR0051,11755.9311046676,2024-04-18T23:21:05,ahmedabad,bangalore,Travel,DEV-082AEEF7,mobile,,102868.15,success,23.230.112.49,,0
TXN-BFC2873037EF,USR0084,₹14377,2024-02-10T05:38:29,hyd,delhi,Food,DEV-01AD2CD8,desktop,,63481.93,failed,50.219.90.155,,0
TXN-D16E240EC4BB,USR0119,6197.698,2024-01-23T06:50:51,mumbai,pune,,DEV-94D72EC0,tablet,Wallet,32123.62,failed,141.240.90.194,7569.1581,0
TXN-EBF60E141DCD,USR0012,2663.4748,2024-04-26T03:54:47,JAI,delhi,Electronics,DEV-A5E99CC7,tablet,Wallet,174088.08,success,31.162.154.194,,0
TXN-8D1225504599,USR0008,11991.0344,2024-04-27T06:06:45,JAI,chennai,Electronics,DEV-49F1D31E,mobile,UPI,64516.65,failed,125.209.60.216,,0
TXN-FE7D3813A450,USR0061,₹7933,2024-03-29T13:51:18,delhi,bangalore,Travel,DEV-68846F8C,mobile,UPI,127235.62,success,79.173.141.208,,0
TXN-3AC7A8890666,USR0078,11132.5,2024-03-09T07:54:13,delhi,ahmedabad,Gaming,DEV-172C6161,desktop,,2102.31,success,25.106.5.78,,1
TXN-081BBB00C2D3,USR0080,1061.6593,08-02-2024 05:08,chennai,mumbai,,DEV-428EE623,desktop,,118511.7,failed,243.195.160.27,,0
TXN-4A919982386E,USR0030,7134.03,2024-04-03T09:24:49,hyd,delhi,Gaming,DEV-D6ABAF0E,mobile,,84513.09,failed,48.92.205.227,,1
TXN-6A2C0042289C,USR0001,3430.19,2024-04-10T09:41:19,hyd,ahmedabad,,DEV-EF78BE2F,mobile,Card,105786.02,failed,131.228.105.158,,0
TXN-A7F89C0B4A1D,USR0088,Rs 12919,2024-04-29T22:25:33,bangalore,mumbai,Food,DEV-910BC06A,tablet,Wallet,35587.79,success,27.5.117.177,,0
TXN-658BF15F9501,USR0004,2419.76,2024-01-02T04:22:59,chennai,ahmedabad,Gaming,DEV-41118611,desktop,Card,37931.93,pending,191.90.212.103,,0
TXN-CE8381E80611,USR0022,₹7839,2024-01-02T13:53:03,bangalore,delhi,Electronics,DEV-345E0A31,mobile,NetBanking,181075.99,failed,213.99.142.18,,0
TXN-DFC788EDAB15,USR0010,11163.4222841835,2024-03-15T15:13:11,kolkata,pune,Gaming,DEV-D79F6203,tablet,Card,157617.21,failed,200.84.142.83,8546.2181,0
TXN-464D3B3A26C4,USR0069,832.1037922977,2024-02-13T19:46:08,hyd,ahmedabad,Fashion,DEV-351646DE,desktop,,89951.29,success,99.76.82.41,,1
TXN-0A864295A307,USR0049,₹1617,2024-01-29T01:52:57,hyd,mumbai,Fashion,DEV-F9FFEEA5,desktop,,105348.09,pending,,,0
TXN-7C9E0DB8098F,USR0038,5256.88,2024-04-24T22:11:30,bangalore,hyd,Electronics,DEV-AD13ADA4,mobile,UPI,52921.55,failed,240.83.20.61,,0
TXN-41E49FF11452,USR0003,2991.28,2024-04-18T00:23:06,hyd,chennai,Gaming,DEV-C88BBEDF,tablet,,88667.7,success,225.35.209.112,Rs 10688,0
TXN-B003079050DF,USR0056,₹4251,2024-01-23T15:35:07,bangalore,JAI,,DEV-BBCDA9C1,tablet,NetBanking,74764.64,pending,164.35.44.88,,0
TXN-E58550E2AD4D,USR0106,13710.1297,2024-01-18T00:42:10,pune,delhi,Food,DEV-C8763E33,tablet,NetBanking,106609.9,pending,154.54.88.194,,0
