transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,amt
TXN-CC0056FB563A,USR0052,4570.96,2024-05-08T21:41:06.036103,Pune,delhi,Entertainment,DEV-38A2F6A1,ATM,Wallet,100985.78,failed,192.100.190.215,
TXN-052CE2997644,USR0073,724.340000,04/04/2024 00:32:35,BENGALURU,blr,Electronics,DEV-EA16BFF2,mobile,Card,172227.18,success,192.23.61.27,
TXN-886C23F9905D,USR0038,6608.6499999999996362,20240121105851,Bombay,Calcutta,Clothing,CNP-F5B7DE35,ATM,UPI,6494.15,success,192.25.105.199,
TXN-E63A9AFCBD78,USR0025,6310.0200000000004366,2024-01-26T11:43:40.510006,ahmedabad,AMD,Grocery,CNP-C59CB7DD,web,Card,12069.56,success,192.225.28.89,
TXN-1C6F600A8F2B,USR0024,₹5791,"June 24, 2024 12:40 AM",delhi,de,Clothing,DEV-D11B943B,web,Card,161872.39,success,192.125.64.243,
TXN-33FD9035D80B,USR0024,4016.9299999999998363,"February 26, 2024 08:09 PM",delhi,Delhi,Fuel,NEW-2E20BA3D,ATM,Wallet,150635.15,success,192.197.68.231,
TXN-8CB6D374DFD7,USR0030,3555.15,17/06/2024 19:08:33,LKO,Lucknow,Education,DEV-BDB5E5F9,ATM,NetBanking,58100.45,success,192.255.247.222,
TXN-A5D06A416ABB,USR0043,6808.39,"February 24, 2024 06:54 PM",JAIP,Jaipur,Grocery,,web,Card,106899.29,success,950.227.978.322,
TXN-29AFDD02B644,USR0030,13888.4200000000000728,202404080554,mUMBAI,mUMBAI,Travel,DEV-BDB5E5F9,web,Card,71149.36,success,192.161.116.103,
TXN-D1D9B32CAB38,USR0058,1390.71,20240516221939,Jaipur,jaipur,Entertainment,,ATM,Wallet,21070.31,success,192.247.177.120,
TXN-6EA46A02B40A,USR0080,7062.12,1716538521,HYD,delhi,Travel,DEV-3B2EDBA5,web,UPI,71702.15,success,192.127.58.246,
TXN-0C9772456A26,USR0062,,2024-01-04T09:18:51.674839,chennai,che,Food & Dining,DEV-4C7E5A01,mobile,NetBanking,116109.18,success,192.227.184.98,
TXN-26776666951C,USR0068,₹2782,27-Feb-2024,HYD,hyderabad,Clothing,DEV-789650F5,mobile,Wallet,112019.43,success,192.220.0.183,
TXN-359E7FF8E89C,USR0066,2687.22,1715632170,ahmedabad,JAI,Food & Dining,DEV-F4D1FD11,web,Card,156981.04,success,192.106.58.94,
TXN-2CEF4050AFD4,USR0030,₹871,21/01/2024 09:51:14,LKO,Lucknow,Healthcare,DEV-0B26ABB7,ATM,Wallet,58864.42,success,192.145.150.98,
TXN-EB33EA533D32,USR0025,1678106.56,2024-05-29T03:10:34.239784,Ahmedabad,AME,Utilities,DEV-63FAE5B7,ATM,NetBanking,10162.65,failed,192.224.147.72,
TXN-0ECEB53348AA,USR0058,1342.36,11/02/2024 18:32:18,JAI,jaipur,Food & Dining,DEV-C05DC319,mobile,Card,17565.16,success,192.138.15.29,
TXN-692D301AC01C,USR0068,2056.820000,1705455343,HYD,hyderabad,Electronics,CNP-E465A145,mobile,Card,105616.36,success,192.232.46.39,1238.250000
TXN-83803267CAE8,USR0013,2081.560000,09-Feb-2024,Kolkata,Kolkata,Education,NEW-16D5F91A,web,NetBanking,29041.61,success,192.131.57.232,
TXN-6E4E0D79F852,USR0023,2154.06,08-Jan-2024,Bang...,blr,Fuel,NEW-D5D82B0B,ATM,Card,191245.66,success,192.224.167.35,
TXN-7227E9090D70,USR0038,3220.860000,1705564390,mumbai,mumbai,Electronics,CNP-F5B7DE35,ATM,Wallet,6418.59,success,192.57.68.203,
TXN-1A8419F0972D,USR0056,819.1,2024-02-06T02:44:22.129689,Bengaluru,BLR,Education,NEW-B7182D70,mobile,NetBanking,141557.39,success,not_an_ip,
TXN-1120536B7DE6,USR0018,937.85,202401200241,delhi,DELHI,Clothing,DEV-83D0333B,web,Wallet,110986.65,success,192.97.62.28,
TXN-7C010E522423,USR0017,3981.97,202404200534,Lucknow,New Delhi,Clothing,,ATM,NetBanking,871.71,success,192.22.169.218,
TXN-BFAA5F947BFE,USR0079,1575.060000000000,"May 10, 2024 04:36 AM",Hyderabad,HYD,Travel,DEV-DB9FE240,ATM,Card,139275.13,success,192.135.150.176,
TXN-3F59EEA6E4FB,USR0041,7041.83,1719454129,DELHI,Delhi,Entertainment,DEV-9FF0CC43,mobile,Card,147927.46,success,192.204.20.87,
TXN-062F637D84C1,USR0023,,16-Feb-2024,blr,BENGALURU,Utilities,NEW-D5D82B0B,mobile,NetBanking,167920.94,failed,192.140.150.192,
TXN-82E5795D5715,USR0068,3569.620000,04/02/2024 20:55:36,HY#,HYD,Entertainment,DEV-789650F5,ATM,NetBanking,102107.38,success,192.168..1,
TXN-EAD336D95384,USR0058,4843.58,20240501230347,Jaipur,JAI,Clothing,DEV-C05DC319,ATM,Wallet,20891.45,success,192.115.7.193,
TXN-33CF455AEE7B,USR0065,0.0,2024-02-09T01:43:56.505857,New Delhi,Delhi,Clothing,DEV-17E003D0,ATM,Card,49352.56,success,192.124.173.199,
TXN-8548C8BFAC83,USR0036,2326 INR,12/05/2024 10:28:18,Pune,Pune,Utilities,DEV-E85F5307,ATM,Card,71276.94,success,192.160.67.57,
TXN-33F2648C6320,USR0017,1882.600000,1715070665,Lucknow,Lucknow,Travel,CNP-444CACF9,ATM,Wallet,752.54,success,192.108.242.114,
TXN-C5AD63723C7F,USR0034,5987.10,1706524179,DEL,delhi,Entertainment,DEV-CA19D20B,mobile,Card,78321.29,success,192.140.133.122,
TXN-CF6026FD9307,USR0078,4481.04,20240616051158,Kolkata,Calcutta,Entertainment,NEW-A7D69241,mobile,UPI,160168.93,failed,192.193.30.57,
TXN-666BADF28EE1,USR0017,2566.08,2024-01-14T18:29:27.852700,Lucknow,luc,Utilities,DEV-??,mobile,UPI,,success,119.389.911.229,
TXN-F51ACE47B2F9,USR0038,₹9073,20240212065614,BOM,mumbai,Entertainment,CNP-F5B7DE35,web,Wallet,5927.06,success,192.81.223.162,
TXN-B82DB9966C2D,USR0007,2515.44,20240304064348,DEL,DELHI,Clothing,DEV-BD4B7258,ATM,NetBanking,155725.56,success,192.123.30.192,
TXN-721934157D43,USR0062,3060.15,2024-04-29T15:44:10.064795,lucknow,CHENNAI,Electronics,DEV-C3CC0CC4,web,Card,110499.28,success,not_an_ip,
TXN-FC5366643046,USR0050,3032.000000000000,"June 09, 2024 11:23 PM",Bengaluru,BENGALURU,Grocery,DEV-D61CF635,web,NetBanking,,success,192.234.98.234,
TXN-FF2AB013C775,USR0025,1411.38,"May 27, 2024 05:28 PM",ahmedabad,AMD,Healthcare,CNP-C59CB7DD,web,UPI,11348.22,success,192.112.8.81,
TXN-A8487C7B3BEC,USR0007,,07-May-2024,New Delhi,DELHI,Entertainment,CNP-9D9BC32D,web,Wallet,174475.97,success,192.136.255.3,
TXN-54B05A512805,USR0025,3171.840000,13-Feb-2024,Ahmedabad,Ahmedabad,Entertainment,DEV-1D2C9392,web,Card,11682.46,success,192.51.23.149,
TXN-FAA13487C12F,USR0068,9112.55,20240226191253,hyderab...,Hyderabad,Utilities,DEV-9FCE613B,ATM,UPI,107522.6,success,192.213.168.180,
TXN-F96B438965F0,USR0017,₹4255,2024-04-13T10:18:57.131076,Lucknow,LKO,Grocery,,ATM,Wallet,815.71,pending,192.193.156.87,
TXN-FFF853D7397A,USR0038,3055.97,1705019696,BOM,HYD,Healthcare,CNP-F5B7DE35,mobile,UPI,6287.67,success,192.80.110.170,
TXN-CEA87CBF1875,USR0044,2619.1,202406081743,blr,blr,Food & Dining,,web,Wallet,24535.07,success,192.117.9.36,
TXN-33479CFD44D8,USR0055,3884.28,09/02/2024 18:18:45,MAA,chennai,Clothing,DEV-A1809503,ATM,Wallet,,success,192.244.197.62,
TXN-0D7B38142482,USR0062,5430.65,1705057211,CHENNAI,chennai,Utilities,DEV-4C7E5A01,web,Wallet,98509.41,success,192.215.85.34,
TXN-2E6394EFE5F0,USR0024,4853.1899999999995998,202401081428,DELHI,DEL,Travel,NEW-2E20BA3D,ATM,Card,191245.66,success,192.22.224.56,
TXN-22CBDC0A5B91,USR0025,2285.88,2024-02-18T09:51:49.854030,ahmedabad,Ahmed...,Grocery,CNP-C59CB7DD,web,Wallet,11554.47,success,192.153.166.218,
TXN-07C8636D3425,USR0022,3865.42,202401101437,ahmedabad,Chennai,Travel,DEV-BA712A6E,web,UPI,28101.17,failed,192.188.36.203,
TXN-AF4D5E8F5A78,USR0007,4376.27,20240121045110,Delhi,Delhi,Grocery,DEV-BD4B7258,web,UPI,160675.92,success,192.239.40.86,
TXN-CF547E0FF456,USR0023,0.01,1708640705,bangalore,Bangalore,Utilities,NEW-D5D82B0B,mobile,NetBanking,191245.66,success,192.121.223.150,
TXN-25E72D7DC41B,USR0015,3410.400000,08-Feb-2024,kolkata,Kolkata,Fuel,CNP-77536243,mobile,Card,68479.78,success,192.41.83.191,
TXN-59C8E46FB44E,USR0037,528.98,2024-06-15T06:57:34.391747,kolkata,CCU,Food & Dining,DEV-023D76DE,mobile,Card,684.7,success,not_an_ip,
TXN-333306A811F3,USR0010,4385.36,28/02/2024 07:10:52,Bengaluru,BLR,Travel,CNP-AEB7441C,mobile,NetBanking,131343.05,success,991.421.691.28,
TXN-38B8D7335BCC,USR0025,5055.71,2024-06-05T17:38:16.736599,ahmedabad,AMD,Fuel,DEV-1D2C9392,ATM,Wallet,10965.7,success,192.238.225.129,5421.01
TXN-B37857885C2E,USR0068,1678106.56,1713294167,HYDERABAD,HYDERABAD,Utilities,DEV-9FCE613B,mobile,,109813.03,success,192.205.233.193,
TXN-24838C59D3B6,USR0017,3817.07,1715465947,Lucknow,Bengaluru,Fuel,CNP-BB1C7B92,web,Card,815.14,success,192.58.28.152,
TXN-87DC23B20222,USR0015,9312.970000,2024-01-31T20:19:09.073669,Kolkata,Kolkata,Electronics,NEW-D699D923,ATM,NetBanking,75281.84,pending,192.175.173.46,
TXN-1D1FD6EE994A,USR0030,9237.400000,1715471563,lucknow,Luc#,Food & #,DEV-FD12373E,web,Card,64831.49,success,192.100.138.195,
TXN-DCC96AF230E6,USR0055,2912.19,20240604084349,chennai,Chennai,Fuel,DEV-A1809503,ATM,UPI,160206.92,success,192.197.117.137,
TXN-EFAE5B34114A,USR0029,3332.430000000000,20-Feb-2024,MAA,chennai,Education,DEV-F92C0856,web,Card,305.01,success,192.155.229.62,
TXN-85D98EF4A4FA,USR0052,7249.800000,22-Feb-2024,PNQ,blr,Healthcare,DEV-38A2F6A1,ATM,UPI,102412.83,success,999.168.1.1,
TXN-5AE3388A9F19,USR0002,897.27,"January 16, 2024 03:18 AM",ahmedaba...,LKO,Electronics,,mobile,UPI,8696.21,success,192.147.93.198,
TXN-6E38613A9045,USR0044,2302.010000,2024-03-10T13:56:49.798098,b??,Bengaluru,Grocery,DEV-9074C1AB,mobile,Wallet,29205.11,success,192.145.144.151,
TXN-2534AD2D26E4,USR0025,8677.22,"April 21, 2024 12:53 PM",ahmedabad,Cal...,Food & Dining,DEV-FBBCF37B,ATM,Wallet,11223.76,success,192.0.89.238,
TXN-442F13233C9A,USR0062,6503.920000000000,15/04/2024 02:18:43,che,Chenna#,Fuel,DEV-361D839C,mobile,Wallet,113413.21,pending,192.68.170.206,
TXN-D9905A3C3903,USR0023,4005.45,"March 02, 2024 04:36 AM",BENGALURU,BLR,Education,,ATM,NetBanking,191245.66,success,192.202.205.187,
TXN-32506CD8933C,USR0001,,202402180444,DEL,Delhi,Clothing,DEV-44966D90,mobile,Wallet,,success,192.50.217.14,
TXN-F98E22DAD634,USR0045,,202403221357,Jaipur,LKO,Entertainment,DEV-C4FFE174,ATM,UPI,81604.75,success,192.21.96.16,
TXN-B994A572F90A,USR0031,893.670000,1707895489,Chenna#,AMD,Electronics,DEV-586B35B7,ATM,NetBanking,44332.52,success,192.4.230.239,
TXN-D36E61C48B93,USR0062,2864.28,2024-02-07T11:04:51.025113,Chennai,chennai,Utilities,DEV-361D839C,mobile,Card,119074.87,success,192.170.172.164,
TXN-F0B695A41D1E,USR0041,1859.51,2024-01-25T17:50:12.286174,DELHI,delhi,Grocery,DEV-9FF0CC43,ATM,Card,149594.21,success,not_an_ip,
TXN-6ECF1E7952AE,USR0072,3884.82,2024-03-02T12:47:52.112280,Bombay,MUMBAI,E#,DEV-52E00CC1,mobile,NetBanking,98382.99,success,192.168..1,
TXN-6CBCE35725C3,USR0058,1560.130000000000,1712723070,JAIPUR,jaipur,Healthcare,DEV-DE2E2114,mobile,Wallet,20901.66,success,192.64.44.86,
TXN-76BCDE2A7B6C,USR0031,1312.1500000000000909,2024-03-25T08:44:45.215746,CH#,BENGALURU,Education,DEV-586B35B7,web,Card,51401.12,success,192.140.204.91,
TXN-A27FC04F77FD,USR0017,0.01,1710254139,LKO,LKO,Electronics,DEV-16252DB5,web,Wallet,,success,192.112.123.68,
TXN-C2BDC2CB7CF1,USR0080,0.0,03-Jun-2024,H#,HYDERABAD,Electronics,DEV-3B2EDBA5,mobile,UPI,56580.6,failed,192.43.86.51,
TXN-3732ECB3A538,USR0062,2165.0199999999999818,20240205183000,CHENNAI,Madras,Electronics,DEV-C3CC0CC4,mobile,Card,94954.28,failed,192.147.255.26,
TXN-B2881B760408,USR0041,3380.29,2024-05-01T09:55:43.069484,Delhi,Mumbai,Grocery,DEV-9FF0CC43,mobile,UPI,150116.25,failed,192.19.84.193,
TXN-8AF1454504EC,USR0058,2975.630000000000,1712477160,jaipur,jaipur,Education,DEV-B2DC7D4E,web,NetBanking,21236.5,success,192.69.56.77,
TXN-00D4C4E37EC6,USR0037,1269.09,202406261220,CCU,CCU,Electronics,NEW-CE49D344,mobile,UPI,871.43,success,192.189.164.84,
TXN-C9ED420498E5,USR0034,0.0,14-Feb-2024,New Delhi,jaipur,Education,DEV-CA19D20B,mobile,Card,62698.39,success,192.137.115.31,
TXN-C5F45FC0A488,USR0056,1333.75,1706247753,Bangalore,BENGALURU,Travel,CNP-E010CAF3,ATM,Card,,success,192.162.174.193,
TXN-9DC60BD61F79,USR0055,1671.48,12-Apr-2024,MAA,Dubai,Electronics,DEV-A1809503,ATM,NetBanking,160450.45,failed,192.80.187.150,
TXN-A1FBA4D616E5,USR0080,3996.940000,"May 06, 2024 07:55 PM",HYDERABAD,LKO,Electronics,DEV-4517D965,mobile,Card,61100.67,success,192.151.192.27,
TXN-A5FA7769E698,USR0073,0.0,2024-03-22T10:06:31.377296,Bangalore,BLR,Electronic#,DEV-EA16BFF2,mobile,NetBanking,171625.84,success,192.200.76.136,
TXN-DCF3EA2D28AF,USR0040,12054.49,20240223220645,PNQ,pune,Travel,CNP-6788046F,ATM,UPI,81504.28,success,192.175.24.107,
TXN-ACA57E49B84C,USR0055,6779.920000,1716387545,CHENNAI,che,Utilities,DEV-A1809503,web,Card,183505.05,success,192.38.17.129,
TXN-06969C4E62E9,USR0055,5691.26,1716257859,chennai,chennai,Education,DEV-A1809503,mobile,NetBanking,177738.01,success,192.37.154.162,
TXN-D48033A02DB9,USR0005,2708.83,1711011123,KOLKATA,Kolkata,Grocery,DEV-F759F1FE,web,Card,30825.23,success,192.90.193.100,
TXN-029D4F0F33B6,USR0080,10010.850000,17-Jun-2024,hyderabad,Hyderabad,Electronics,DEV-3B2EDBA5,ATM,NetBanking,66380.47,failed,192.159.5.36,
TXN-A926156838CD,USR0025,2503.880000000000,"June 06, 2024 01:06 AM",ahmedabad,ahmedabad,Grocery,DEV-63FAE5B7,web,,12446.29,success,192.90.246.82,
TXN-C5F0C1796AD7,USR0024,2907.33,202401241905,DEL,Delhi,Education,NEW-2E20BA3D,mobile,Card,,success,192.89.81.215,
TXN-E04F10F31E97,USR0024,3415.16,24-Jan-2024,DELHI,Delhi,Clothing,DEV-D11B943B,ATM,NetBanking,156966.18,success,192.248.142.57,
TXN-848E5D4251AA,USR0080,5226.300000,1711167672,HYD,hyderabad,Healthcare,DEV-4517D965,mobile,Card,69616.41,success,192.42.111.111,4961.810000000000
TXN-7768D9CAB3B0,USR0038,2038.360000000000,20240322175619,Mumbai,BOM,Healthcare,CNP-F5B7DE35,ATM,UPI,5141.3,success,192.97.57.250,
TXN-E5693E94C625,USR0063,1946.1400000000001000,05/04/2024 08:56:38,Mum...,MUMBAI,Healthcare,DEV-BA288F12,mobile,Wallet,164424.95,success,192.84.85.143,
TXN-909C107280CB,USR0025,4973.720000,03-May-2024,ahmedabad,Ahmed...,Utilities,DEV-1D2C9392,mobile,Wallet,9884.82,success,192.197.32.31,
TXN-3A7B94920430,USR0040,5282.68,1711430865,pune,PNQ,Education,CNP-6788046F,mobile,NetBanking,64621.79,success,192.52.150.168,
TXN-2A5C90A8E285,USR0080,2176.160000,1713153826,Hyderabad,Hyderabad,Fuel,DEV-3B2EDBA5,mobile,Card,53690.77,success,192.249.108.25,
TXN-C0A96707021C,USR0011,0.0,1709832707,MUMBAI,Mumbai,Utilities,NEW-EB8F7F78,mobile,UPI,35776.38,success,192.235.31.183,
TXN-7F7753CB4D30,USR0044,2525.38,"February 09, 2024 06:21 PM",BENGALURU,CHENNAI,Fuel,DEV-1245DE29,ATM,Card,29206.9,success,192.168..1,
TXN-068D5D42B922,USR0043,4908.980000000000,1704725284,jai,jaipur,Entertainment,DEV-A2DABDBC,web,NetBanking,,failed,192.178.221.7,
TXN-F2B139A3EC60,USR0061,₹12636,1710818718,BENGALURU,BLR,Travel,DEV-E53F18BE,mobile,Wallet,40113.9,success,192.202.27.85,
TXN-AACF8D8D2356,USR0049,1678106.56,202401051702,delhi,delhi,Utilities,CNP-2DC124B0,web,Card,80648.5,success,192.136.89.220,
TXN-CC4C039EE49F,USR0007,2119.09,1709959170,DEL,New Delhi,Fuel,CNP-9D9BC32D,mobile,,167616.34,failed,999.168.1.1,
TXN-41B370C766F7,USR0036,,20240527005956,Pune,Pune,Grocery,DEV-E85F5307,mobile,,69950.44,success,192.0.173.221,
TXN-7FD8D0B6A534,USR0025,2183.050000,25/04/2024 09:46:26,Ahmedabad,Pune,Food & Dining,DEV-63FAE5B7,ATM,Wallet,10692.07,success,999.168.1.1,
TXN-4AB6EA68E038,USR0064,8818.830000,1716937022,luc,lucknow,Education,NEW-A1FF7BDD,mobile,Wallet,63856.34,success,192.45.84.39,
TXN-1DCF6753A260,USR0080,2898.78,09/04/2024 12:08:52,hyderabad,Hyderabad,Education,DEV-4517D965,web,Wallet,61716.51,success,192.168.212.249,
TXN-5DD707008174,USR0056,1442.5099999999999909,1715668207,bangalore,BENGALURU,Fuel,NEW-B7182D70,ATM,NetBanking,112496.68,success,192.162.136.197,
TXN-59A6DE42209B,USR0038,4660.86,20240208182912,Bombay,mumbai,Travel,,mobile,Wallet,6131.73,success,192.9.163.237,
TXN-5884DFCC1EDB,USR0018,2156.60,202401301040,DEL,Delhi,Electronics,DEV-6C67E86F,ATM,Card,110287.39,success,192.252.27.90,
TXN-56D83BFDDB67,USR0024,1119.3399999999999181,20240119045313,New Delhi,DEL,Entertainment,NEW-2E20BA3D,ATM,Wallet,147053.14,success,192.17.199.41,
TXN-6BC21A0CC8DE,USR0071,1459.40,1718715665,lucknow,CHENNAI,Education,NEW-F5FCE18E,mobile,Card,91960.85,success,192.120.33.104,
TXN-32A00B099F7D,USR0002,11935.04,202403011716,Ahmed...,Ahmedabad,Entertainment,DEV-646E193D,mobile,NetBanking,8435.72,success,192.221.126.226,
TXN-0A169D887C9E,USR0055,4053.63,1709629372,che,Chennai,Clothing,DEV-A1809503,web,NetBanking,176914.54,success,891.71.253.281,
TXN-D083FB5786E8,USR0073,3249.340000,1714189806,BENGALURU,blr,Healthcare,DEV-EA16BFF2,ATM,NetBanking,158336.1,success,192.64.197.190,
TXN-DEA0FDDBA52D,USR0013,2440.81,09-May-2024,kolkata,kolkata,Utilities,NEW-E6A211A3,ATM,NetBanking,29095.73,success,192.168.171.68,
TXN-E5F99184AA25,USR0017,1.0,2024-04-26T14:32:26.177437,Lucknow,Lucknow,Fuel,DEV-881D9F5E,web,UPI,871.95,failed,192.188.18.39,
TXN-A9BE57760923,USR0034,,03-Feb-2024,delhi,Delhi,Grocery,DEV-CA19D20B,mobile,Card,65556.41,success,192.99.248.148,
TXN-C58DE7381B34,USR0040,3730 INR,202405131529,PNQ,Pune,Electronics,DEV-B3231FA3,ATM,NetBanking,81256.4,success,192.29.107.42,
TXN-7FBE76450722,USR0053,3765.870000,29-Jan-2024,DELHI,MUMBAI,Utilities,CNP-DBC5E006,web,Wallet,191245.66,success,192.43.16.241,
TXN-F5AD04A111E8,USR0037,3267.81,202406122310,Kolkata,Kolkata,Utilities,NEW-CEE5F269,ATM,Card,836.92,success,192.184.116.216,
TXN-B4DAFD8F8DC5,USR0073,5973.200000,05-Feb-2024,blr,Bangalore,Electronics,DEV-EA16BFF2,ATM,NetBanking,134019.92,success,192.149.54.237,
TXN-84AA87857B3F,USR0079,3036.57,202406220054,hyderabad,Bangkok,Utilities,CNP-6BE6D278,mobile,UPI,153022.14,success,192.149.255.97,
TXN-2C9936E88D29,USR0024,1363.2799999999999727,1707448063,Delhi,DEL,Travel,DEV-D11B943B,mobile,Card,191245.66,failed,192.164.78.240,
TXN-DDE14C35AD42,USR0062,1826 INR,18-May-2024,chennai,MAA,Fuel,DEV-C3CC0CC4,ATM,UPI,102741.74,success,192.242.56.73,
TXN-6F264B96708A,USR0017,612.030000000000,2024-04-18T19:40:00.045064,Lucknow,LKO,Electronics,CNP-BB1C7B92,web,NetBanking,816.64,success,192.242.99.163,
TXN-D3FAE8A1BE93,USR0017,15084.96,"May 16, 2024 08:53 PM",L,bangalore,Travel,CNP-BB1C7B92,ATM,UPI,695.69,success,192.254.88.52,
TXN-D19B4B9A89F2,USR0068,5944.390000000000,1719455587,HYD,hyderabad,Travel,CNP-??,mobile,NetBanking,89354.84,failed,201.587.735.648,1534.48
TXN-2EBFB51680D1,USR0058,2379.21,23-Feb-2024,JAIPUR,jaipur,Utilities,DEV-DE2E2114,mobile,Wallet,19385.07,success,192.238.207.141,
TXN-FADF4BBD7F4D,USR0017,₹1790,202406071007,Luc#,lucknow,Travel,DEV-??,mobile,NetBanking,805.37,success,192.214.57.183,
TXN-7925FD56EDFE,USR0022,0.0,202401241205,chennai,chennai,Travel,DEV-BA712A6E,ATM,Wallet,26983.55,success,192.230.136.18,
TXN-BDFEFD8215ED,USR0015,957.280000,1707862242,kolkata,Kolkata,Grocery,CNP-77536243,mobile,Wallet,85172.58,success,192.8.75.166,
TXN-A16DC54846AC,USR0036,₹3266,202403020627,Pune,pune,Electronics,DEV-E85F5307,mobile,UPI,73927.22,success,192.161.58.153,
TXN-4ECDDCB3C060,USR0044,2733.06,202406150418,BLR,BENGALURU,Util#,DEV-1245DE29,web,Wallet,28693.53,success,192.2.228.162,
TXN-F84297F39D3A,USR0017,5776.02,2024-03-03T03:25:49.157094,LUCKNOW,lucknow,Healthcare,CNP-BB1C7B92,mobile,NetBanking,,success,192.113.252.25,
TXN-B27B25391090,USR0055,2742.96,11/06/2024 10:35:48,MAA,chennai,Education,DEV-A1809503,ATM,Card,165687.22,success,192.204.236.219,
TXN-D6A2366F2FFA,USR0041,730.280000,2024-01-21T18:20:08.366923,DEL,DELHI,Grocery,DEV-9FF0CC43,ATM,Card,162489.66,success,192.107.199.138,
TXN-BACFDDB5F99A,USR0007,₹2438,15/06/2024 07:12:12,delhi,delhi,Healthcare,CNP-9D9BC32D,ATM,Card,149759.04,success,192.192.198.161,
TXN-2B804DD097F4,USR0070,1369.59,2024-06-06T14:49:28.750803,hyderabad,kolkata,Electronics,NEW-1843C8FD,mobile,UPI,72029.91,success,192.111.168.207,
TXN-3C63F1EC7E6E,USR0068,,27-May-2024,Hyderabad,Hyderabad,Entertainment,DEV-9FCE613B,web,Card,100341.94,success,192.246.76.66,
TXN-40AAB589D8CA,USR0080,3176.91,2024-05-25T03:26:48.696070,HYDERABAD,hyderabad,Utilities,DEV-3B2EDBA5,mobile,UPI,58474.17,success,192.185.9.125,
TXN-7683471230CF,USR0011,₹9389,20240516130852,Bombay,Mumbai,Electronics,DEV-??,web,Card,37734.4,success,192.231.112.207,
TXN-F925F5171E7F,USR0041,741.340000000000,20240604163003,DELHI,Delhi,Electronics,DEV-9FF0CC43,mobile,Card,170535.34,success,192.190.197.136,
TXN-548911CB2F0D,USR0053,0.0,"March 10, 2024 07:39 PM",Delhi,Delhi,Education,DEV-40DCD172,web,NetBanking,181002.7,success,192.75.100.129,
TXN-B21DC380B838,USR0012,1915.710000000000,"April 29, 2024 06:48 AM",Madras,chennai,Entertainment,DEV-3FA90118,mobile,Card,187419.37,success,192.207.68.133,
TXN-38AC2D3AB06D,USR0080,2196.660000,20240301062422,Mumbai,hyderabad,Cl??,DEV-4517D965,web,Card,56086.68,failed,not_an_ip,
TXN-660ECF643ABD,USR0044,5388.920000,1718176111,BLR,Bengaluru,Electronics,DEV-9074C1AB,ATM,NetBanking,25559.68,success,not_an_ip,
TXN-A1C7C0BE7AF4,USR0073,2594.54,2024-06-22T16:39:10.827945,blr,Bengaluru,Fuel,DEV-EA16BFF2,web,Wallet,178821.22,success,not_an_ip,
TXN-F379E6235646,USR0055,4157.390000,"February 28, 2024 02:49 PM",Chenna#,Madras,Education,DEV-A1809503,mobile,UPI,159282.74,success,192.140.114.4,
TXN-4A24A35E86BF,USR0030,1806.92,2024-01-02T19:07:58.367276,LKO,LKO,Healthcare,DEV-0B26ABB7,web,UPI,74817.9,success,192.130.13.180,
TXN-05641C28EAA0,USR0017,3582.94,1711492822,lucknow,Lucknow,Electronics,DEV-16252DB5,mobile,Card,716.57,success,192.81.151.22,
TXN-FD905FCEAD6B,USR0037,5553.800000,202406042343,Cal...,MUM,Entertainment,DEV-023D76DE,mobile,NetBanking,819.26,success,not_an_ip,
TXN-2FA0C2024B65,USR0044,1659.32,202405080628,BLR,BLR,Utilities,DEV-1245DE29,mobile,UPI,25162.21,success,192.87.20.220,
TXN-9E9F9E8BF92C,USR0013,5569.640000,2024-01-15T23:29:10.322232,Calcutta,CCU,Clothing,NEW-16D5F91A,ATM,UPI,32951.9,success,192.83.249.169,
TXN-F1B4527EA3D2,USR0002,3108.51,1711252797,ahmedabad,Ahmed...,Grocery,DEV-646E193D,web,Card,9438.88,success,999.168.1.1,
TXN-365FF65FCDAA,USR0024,6879.96,20240327083506,Delhi,JAI,Utilities,DEV-D11B943B,mobile,Card,191245.66,success,192.98.255.3,
TXN-A5EB2DC7BDEC,USR0079,2537.32,"April 22, 2024 03:27 AM",hyd,Hyderabad,Healthcare,NEW-D315769B,web,Card,121750.77,success,,
TXN-FE16E32597E5,USR0024,4044.02,09/04/2024 06:26:33,jaipur,New Delhi,Food & Dining,NEW-2E20BA3D,web,UPI,168910.59,success,192.173.143.208,
TXN-2F0A674BFCCC,USR0024,2885.680000,20240206132233,Delhi,jai,Healthcare,DEV-D11B943B,mobile,Card,164091.19,success,999.168.1.1,
TXN-1C64A27D3B53,USR0080,2760.120000,2024-02-12T06:05:29.955309,HYDERABAD,hyd,Electronics,DEV-3B2EDBA5,web,UPI,65093.98,success,192.91.74.227,3667.06
TXN-DB14FD9E2DD3,USR0040,₹4579,"February 06, 2024 02:30 AM",pune,Pune,Electronics,,web,Wallet,75871.43,failed,192.189.136.59,
TXN-26E6E3EB378E,USR0038,1097.0099999999999909,1706299341,Mumbai,BOM,Travel,CNP-F5B7DE35,web,Card,5445.61,success,192.72.18.1,
TXN-10443612C59D,USR0036,9385.37,2024-03-16T00:24:59.095781,PNQ,PNQ,Fuel,DEV-E85F5307,web,,67387.04,success,192.92.251.232,
